customer_id,category,iso_week_start_date,product_id,sell_through_units,sell_through_revenue_usd,aligned_sell_in_units,aligned_sell_in_revenue_usd,unshifted_sell_in_units,unshifted_sell_in_revenue_usd,pipeline_ratio_aligned,pipeline_ratio_unshifted,product_name,company_name,customer_type,avg_lead_time_days,inventory_buildup_flag,inventory_depletion_flag
CUST-0143,fasteners,2022-10-17,APX-00002,0,0,210,2782.5,92,1170.24,null,null,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2022-10-24,APX-00002,119,1520.82,92,1170.24,0,0,0.773,0,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2022-10-31,APX-00002,204,2633.64,0,0,0,0,0,0,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,true
CUST-0143,fasteners,2022-11-07,APX-00002,89,1130.3,0,0,220,2937,0,2.472,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,true
CUST-0143,fasteners,2022-11-14,APX-00002,0,0,220,2937,118,1558.78,null,null,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2022-11-21,APX-00002,0,0,118,1558.78,115,1483.5,null,null,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,null,null
CUST-0143,fasteners,2022-11-28,APX-00002,213,2758.35,115,1483.5,0,0,0.54,0,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2022-12-05,APX-00002,114,1474.02,0,0,267,4159.86,0,2.342,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,true
CUST-0143,fasteners,2022-12-12,APX-00002,111,1409.7,267,4159.86,109,1702.58,2.405,0.982,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2022-12-19,APX-00002,0,0,109,1702.58,105,1723.05,null,null,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2022-12-26,APX-00002,253,3762.11,0,0,81,1240.11,0,0.32,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-01-02,APX-00002,104,1624.48,186,2963.16,0,0,1.788,0,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2023-01-09,APX-00002,99,1571.13,0,0,83,1317.21,0,0.838,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-01-16,APX-00002,78,1185.6,83,1317.21,77,1268.19,1.064,0.987,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-01-23,APX-00002,0,0,77,1268.19,79,1279.01,null,null,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2023-01-30,APX-00002,79,1198.43,79,1279.01,180,2826,1,2.278,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-02-06,APX-00002,73,1151.94,180,2826,0,0,2.466,0,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-02-13,APX-00002,76,1215.24,0,0,129,1980.15,0,1.697,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-02-20,APX-00002,172,2672.88,0,0,98,1545.46,0,0.57,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,true
CUST-0143,fasteners,2023-02-27,APX-00002,0,0,227,3525.61,340,5229.2,null,null,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-03-06,APX-00002,122,1869.04,340,5229.2,0,0,2.787,0,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-03-13,APX-00002,91,1415.05,0,0,123,1900.35,0,1.352,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2023-03-20,APX-00002,315,4825.8,123,1900.35,163,2482.49,0.39,0.517,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,true
CUST-0143,fasteners,2023-03-27,APX-00002,0,0,163,2482.49,260,4277,null,null,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2023-04-03,APX-00002,120,1844.4,0,0,0,0,0,0,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2023-04-10,APX-00002,155,2356,260,4277,169,2590.77,1.677,1.09,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2023-04-17,APX-00002,248,3943.2,169,2590.77,0,0,0.681,0,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-04-24,APX-00002,0,0,0,0,301,4936.4,null,null,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2023-05-01,APX-00002,157,2356.57,301,4936.4,0,0,1.917,0,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2023-05-08,APX-00002,0,0,0,0,172,2781.24,null,null,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2023-05-15,APX-00002,285,4517.25,172,2781.24,164,2527.24,0.604,0.575,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2023-05-22,APX-00002,0,0,164,2527.24,366,5779.14,null,null,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2023-05-29,APX-00002,165,2560.8,366,5779.14,290,4445.7,2.218,1.758,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-06-05,APX-00002,158,2379.48,290,4445.7,234,3533.4,1.835,1.481,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,true,false
CUST-0143,fasteners,2023-06-12,APX-00002,355,5520.25,0,0,180,2878.2,0,0.507,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-06-19,APX-00002,274,4194.94,414,6411.6,313,5023.65,1.511,1.142,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-06-26,APX-00002,220,3293.4,313,5023.65,151,2376.74,1.423,0.686,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,true,false
CUST-0143,fasteners,2023-07-03,APX-00002,169,2582.32,151,2376.74,0,0,0.893,0,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2023-07-10,APX-00002,301,4828.04,0,0,188,2940.32,0,0.625,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-07-17,APX-00002,143,2162.16,188,2940.32,301,4737.74,1.315,2.105,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2023-07-24,APX-00002,0,0,301,4737.74,129,2016.27,null,null,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2023-07-31,APX-00002,177,2736.42,129,2016.27,127,1965.96,0.729,0.718,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2023-08-07,APX-00002,289,4453.49,127,1965.96,158,2455.32,0.439,0.547,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,true
CUST-0143,fasteners,2023-08-14,APX-00002,122,1862.94,158,2455.32,316,5169.76,1.295,2.59,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2023-08-21,APX-00002,119,1819.51,316,5169.76,187,2902.24,2.655,1.571,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,true,false
CUST-0143,fasteners,2023-08-28,APX-00002,149,2266.29,187,2902.24,222,3543.12,1.255,1.49,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,true,false
CUST-0143,fasteners,2023-09-04,APX-00002,300,4695,222,3543.12,192,3118.08,0.74,0.64,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2023-09-11,APX-00002,182,2802.8,192,3118.08,340,5426.4,1.055,1.868,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-09-18,APX-00002,213,3346.23,340,5426.4,130,2044.9,1.596,0.61,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-09-25,APX-00002,185,2865.65,130,2044.9,156,2439.84,0.703,0.843,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-10-02,APX-00002,321,4933.77,156,2439.84,142,2297.56,0.486,0.442,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,true
CUST-0143,fasteners,2023-10-09,APX-00002,126,1968.12,0,0,261,4215.15,0,2.071,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,true
CUST-0143,fasteners,2023-10-16,APX-00002,149,2308.01,403,6512.709999999999,0,0,2.705,0,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-10-23,APX-00002,136,2105.28,0,0,122,1923.94,0,0.897,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-10-30,APX-00002,249,3964.08,122,1923.94,92,1345.96,0.49,0.369,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,true
CUST-0143,fasteners,2023-11-06,APX-00002,0,0,92,1345.96,186,2894.16,null,null,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2023-11-13,APX-00002,114,1756.74,0,0,87,1418.97,0,0.763,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2023-11-20,APX-00002,86,1240.12,273,4313.13,123,1911.42,3.174,1.43,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2023-11-27,APX-00002,173,2634.79,123,1911.42,0,0,0.711,0,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2023-12-04,APX-00002,81,1269.27,0,0,291,4702.56,0,3.593,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,true
CUST-0143,fasteners,2023-12-11,APX-00002,115,1768.7,0,0,86,1445.66,0,0.748,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,true
CUST-0143,fasteners,2023-12-18,APX-00002,0,0,377,6148.22,68,1181.84,null,null,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2023-12-25,APX-00002,279,4377.51,68,1181.84,50,794,0.244,0.179,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2024-01-01,APX-00002,82,1316.1,0,0,109,1807.22,0,1.329,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.8,false,true
CUST-0143,fasteners,2024-01-08,APX-00002,66,1111.44,159,2601.2200000000003,73,1270.93,2.409,1.106,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2024-01-15,APX-00002,48,751.2,73,1270.93,56,928.48,1.521,1.167,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,true,false
CUST-0143,fasteners,2024-01-22,APX-00002,102,1656.48,56,928.48,80,1324.8,0.549,0.784,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2024-01-29,APX-00002,68,1161.44,80,1324.8,180,3097.8,1.176,2.647,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2024-02-05,APX-00002,54,871.02,180,3097.8,65,1114.1,3.333,1.204,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,true,false
CUST-0143,fasteners,2024-02-12,APX-00002,77,1228.15,65,1114.1,85,1415.25,0.844,1.104,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2024-02-19,APX-00002,173,2847.58,85,1415.25,111,1898.1,0.491,0.642,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,true
CUST-0143,fasteners,2024-02-26,APX-00002,63,1034.46,111,1898.1,230,3873.2,1.762,3.651,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2024-03-04,APX-00002,82,1353,230,3873.2,128,2096.64,2.805,1.561,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,true,false
CUST-0143,fasteners,2024-03-11,APX-00002,104,1727.44,128,2096.64,88,1424.72,1.231,0.846,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,true,false
CUST-0143,fasteners,2024-03-18,APX-00002,215,3513.1,88,1424.72,100,1769,0.409,0.465,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2024-03-25,APX-00002,122,1977.62,100,1769,195,3160.95,0.82,1.598,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,true
CUST-0143,fasteners,2024-04-01,APX-00002,83,1323.02,0,0,124,2010.04,0,1.494,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,true
CUST-0143,fasteners,2024-04-08,APX-00002,94,1590.48,319,5170.99,99,1685.97,3.394,1.053,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2024-04-15,APX-00002,189,3012.66,99,1685.97,108,1757.16,0.524,0.571,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2024-04-22,APX-00002,117,1855.62,0,0,263,4471,0,2.248,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,true
CUST-0143,fasteners,2024-04-29,APX-00002,94,1547.24,108,1757.16,139,2285.16,1.149,1.479,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.5,false,false
CUST-0143,fasteners,2024-05-06,APX-00002,105,1685.25,402,6756.16,137,2297.49,3.829,1.305,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2024-05-13,APX-00002,254,4211.32,137,2297.49,141,2356.11,0.539,0.555,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2024-05-20,APX-00002,130,2135.9,0,0,217,3623.9,0,1.669,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,true
CUST-0143,fasteners,2024-05-27,APX-00002,131,2105.17,358,5980.01,166,2739,2.733,1.267,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2024-06-03,APX-00002,136,2250.8,166,2739,171,2908.71,1.221,1.257,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,true,false
CUST-0143,fasteners,2024-06-10,APX-00002,206,3421.66,0,0,135,2203.2,0,0.655,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2024-06-17,APX-00002,157,2568.52,171,2908.71,227,3868.08,1.089,1.446,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2024-06-24,APX-00002,164,2684.68,362,6071.28,112,1812.16,2.207,0.683,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2024-07-01,APX-00002,128,2063.36,112,1812.16,135,2224.8,0.875,1.055,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2024-07-08,APX-00002,214,3481.78,135,2224.8,143,2265.12,0.631,0.668,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2024-07-15,APX-00002,106,1686.46,143,2265.12,0,0,1.349,0,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.7,false,false
CUST-0143,fasteners,2024-07-22,APX-00002,129,2062.71,0,0,107,1756.94,0,0.829,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2024-07-29,APX-00002,133,2049.53,107,1756.94,118,2002.46,0.805,0.887,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,true
CUST-0143,fasteners,2024-08-05,APX-00002,0,0,118,2002.46,102,1593.24,null,null,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
CUST-0143,fasteners,2024-08-12,APX-00002,102,1662.6,102,1593.24,181,2924.96,1,1.775,Apex Pro Hex Bolts M12 #2,The Boeing Company - Salem Plant,end_consumer,6.6,false,false
