forecast_anchor_date,iso_week_start_date,horizon,product_id,customer_id,manufacturer,category,subcategory,predicted_volume
2026-03-23,2026-03-23,4,ABR-03162,CUST-0299,abrasivetech,abrasives,sanding_discs,10.602735
2026-03-23,2026-03-23,4,ABR-03163,CUST-0059,abrasivetech,abrasives,sanding_discs,2.1992283
2026-03-23,2026-03-23,1,ABR-03163,CUST-0226,abrasivetech,abrasives,sanding_discs,4.8444777
2026-03-23,2026-03-23,1,ABR-03164,CUST-0054,abrasivetech,abrasives,sanding_discs,0.1961594
2026-03-23,2026-03-23,4,ABR-03164,CUST-0063,abrasivetech,abrasives,sanding_discs,1.5769551
2026-03-23,2026-03-23,2,ABR-03165,CUST-0020,abrasivetech,abrasives,sanding_discs,13.257745
2026-03-23,2026-03-23,3,ABR-03165,CUST-0181,abrasivetech,abrasives,sanding_discs,5.211377
2026-03-23,2026-03-23,0,ABR-03165,CUST-0270,abrasivetech,abrasives,sanding_discs,4.581319
2026-03-23,2026-03-23,1,ABR-03166,CUST-0011,abrasivetech,abrasives,sanding_discs,2.484345
2026-03-23,2026-03-23,1,ABR-03167,CUST-0064,abrasivetech,abrasives,sanding_discs,3.4107654
2026-03-23,2026-03-23,1,ABR-03167,CUST-0252,abrasivetech,abrasives,sanding_discs,6.550828
2026-03-23,2026-03-23,1,ABR-03168,CUST-0107,abrasivetech,abrasives,sanding_discs,15.209907
2026-03-23,2026-03-23,0,ABR-03172,CUST-0133,abrasivetech,abrasives,sanding_discs,0
2026-03-23,2026-03-23,4,ABR-03173,CUST-0177,abrasivetech,abrasives,sanding_discs,0
2026-03-23,2026-03-23,3,ABR-03173,CUST-0324,abrasivetech,abrasives,sanding_discs,0
2026-03-23,2026-03-23,3,ABR-03266,CUST-0014,abrasivetech,tools,hand_tools,5.287161
2026-03-23,2026-03-23,0,ABR-03162,CUST-0299,abrasivetech,abrasives,sanding_discs,10.602735
2026-03-23,2026-03-23,0,ABR-03163,CUST-0059,abrasivetech,abrasives,sanding_discs,2.1992283
2026-03-23,2026-03-23,2,ABR-03163,CUST-0226,abrasivetech,abrasives,sanding_discs,4.8444777
2026-03-23,2026-03-23,2,ABR-03164,CUST-0054,abrasivetech,abrasives,sanding_discs,0.1961594
2026-03-23,2026-03-23,0,ABR-03164,CUST-0063,abrasivetech,abrasives,sanding_discs,1.5769551
2026-03-23,2026-03-23,3,ABR-03165,CUST-0020,abrasivetech,abrasives,sanding_discs,13.257745
2026-03-23,2026-03-23,4,ABR-03165,CUST-0181,abrasivetech,abrasives,sanding_discs,5.211377
2026-03-23,2026-03-23,1,ABR-03165,CUST-0270,abrasivetech,abrasives,sanding_discs,4.581319
2026-03-23,2026-03-23,2,ABR-03166,CUST-0011,abrasivetech,abrasives,sanding_discs,2.484345
2026-03-23,2026-03-23,2,ABR-03167,CUST-0064,abrasivetech,abrasives,sanding_discs,3.4107654
2026-03-23,2026-03-23,2,ABR-03167,CUST-0252,abrasivetech,abrasives,sanding_discs,6.550828
2026-03-23,2026-03-23,2,ABR-03168,CUST-0107,abrasivetech,abrasives,sanding_discs,15.209907
2026-03-23,2026-03-23,1,ABR-03172,CUST-0133,abrasivetech,abrasives,sanding_discs,0
2026-03-23,2026-03-23,0,ABR-03173,CUST-0177,abrasivetech,abrasives,sanding_discs,0
2026-03-23,2026-03-23,4,ABR-03173,CUST-0324,abrasivetech,abrasives,sanding_discs,0
2026-03-23,2026-03-23,4,ABR-03266,CUST-0014,abrasivetech,tools,hand_tools,5.287161
2026-03-23,2026-03-23,1,ABR-03267,CUST-0170,abrasivetech,tools,hand_tools,18.073526
2026-03-23,2026-03-23,2,ABR-03267,CUST-0208,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,2,ABR-03267,CUST-0219,abrasivetech,tools,hand_tools,0.87668127
2026-03-23,2026-03-23,4,ABR-03268,CUST-0217,abrasivetech,tools,hand_tools,3.5209453
2026-03-23,2026-03-23,1,ABR-03268,CUST-0312,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,0,ABR-03268,CUST-0361,abrasivetech,tools,hand_tools,2.2863526
2026-03-23,2026-03-23,3,ABR-03269,CUST-0020,abrasivetech,tools,hand_tools,5.1552076
2026-03-23,2026-03-23,2,ABR-03269,CUST-0088,abrasivetech,tools,hand_tools,8.683664
2026-03-23,2026-03-23,1,ABR-03269,CUST-0127,abrasivetech,tools,hand_tools,5.9375596
2026-03-23,2026-03-23,4,ABR-03269,CUST-0364,abrasivetech,tools,hand_tools,6.39389
2026-03-23,2026-03-23,1,ABR-03270,CUST-0093,abrasivetech,tools,hand_tools,26.07652
2026-03-23,2026-03-23,0,ABR-03270,CUST-0219,abrasivetech,tools,hand_tools,8.329425
2026-03-23,2026-03-23,4,ABR-03270,CUST-0252,abrasivetech,tools,hand_tools,0.8548485
2026-03-23,2026-03-23,0,ABR-03271,CUST-0214,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,2,ABR-03272,CUST-0149,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,0,ABR-03273,CUST-0293,abrasivetech,tools,hand_tools,2.9398367
2026-03-23,2026-03-23,1,ABR-03274,CUST-0116,abrasivetech,tools,hand_tools,3.3978255
2026-03-23,2026-03-23,1,ABR-03275,CUST-0329,abrasivetech,tools,hand_tools,1.7450757
2026-03-23,2026-03-23,3,APX-00002,CUST-0063,apex,fasteners,hex_bolts,2.1568713
2026-03-23,2026-03-23,2,ABR-03267,CUST-0170,abrasivetech,tools,hand_tools,18.073526
2026-03-23,2026-03-23,3,ABR-03267,CUST-0208,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,3,ABR-03267,CUST-0219,abrasivetech,tools,hand_tools,0.87668127
2026-03-23,2026-03-23,0,ABR-03268,CUST-0217,abrasivetech,tools,hand_tools,3.5209453
2026-03-23,2026-03-23,2,ABR-03268,CUST-0312,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,1,ABR-03268,CUST-0361,abrasivetech,tools,hand_tools,2.2863526
2026-03-23,2026-03-23,4,ABR-03269,CUST-0020,abrasivetech,tools,hand_tools,5.1552076
2026-03-23,2026-03-23,3,ABR-03269,CUST-0088,abrasivetech,tools,hand_tools,8.683664
2026-03-23,2026-03-23,2,ABR-03269,CUST-0127,abrasivetech,tools,hand_tools,5.9375596
2026-03-23,2026-03-23,0,ABR-03269,CUST-0364,abrasivetech,tools,hand_tools,6.39389
2026-03-23,2026-03-23,2,ABR-03270,CUST-0093,abrasivetech,tools,hand_tools,26.07652
2026-03-23,2026-03-23,1,ABR-03270,CUST-0219,abrasivetech,tools,hand_tools,8.329425
2026-03-23,2026-03-23,0,ABR-03270,CUST-0252,abrasivetech,tools,hand_tools,0.8548485
2026-03-23,2026-03-23,1,ABR-03271,CUST-0214,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,3,ABR-03272,CUST-0149,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,1,ABR-03273,CUST-0293,abrasivetech,tools,hand_tools,2.9398367
2026-03-23,2026-03-23,2,ABR-03274,CUST-0116,abrasivetech,tools,hand_tools,3.3978255
2026-03-23,2026-03-23,2,ABR-03275,CUST-0329,abrasivetech,tools,hand_tools,1.7450757
2026-03-23,2026-03-23,4,APX-00002,CUST-0063,apex,fasteners,hex_bolts,2.1568713
2026-03-23,2026-03-23,3,ABR-03267,CUST-0170,abrasivetech,tools,hand_tools,18.073526
2026-03-23,2026-03-23,4,ABR-03267,CUST-0208,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,4,ABR-03267,CUST-0219,abrasivetech,tools,hand_tools,0.87668127
2026-03-23,2026-03-23,1,ABR-03268,CUST-0217,abrasivetech,tools,hand_tools,3.5209453
2026-03-23,2026-03-23,3,ABR-03268,CUST-0312,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,2,ABR-03268,CUST-0361,abrasivetech,tools,hand_tools,2.2863526
2026-03-23,2026-03-23,0,ABR-03269,CUST-0020,abrasivetech,tools,hand_tools,5.1552076
2026-03-23,2026-03-23,4,ABR-03269,CUST-0088,abrasivetech,tools,hand_tools,8.683664
2026-03-23,2026-03-23,3,ABR-03269,CUST-0127,abrasivetech,tools,hand_tools,5.9375596
2026-03-23,2026-03-23,1,ABR-03269,CUST-0364,abrasivetech,tools,hand_tools,6.39389
2026-03-23,2026-03-23,3,ABR-03270,CUST-0093,abrasivetech,tools,hand_tools,26.07652
2026-03-23,2026-03-23,2,ABR-03270,CUST-0219,abrasivetech,tools,hand_tools,8.329425
2026-03-23,2026-03-23,1,ABR-03270,CUST-0252,abrasivetech,tools,hand_tools,0.8548485
2026-03-23,2026-03-23,2,ABR-03271,CUST-0214,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,4,ABR-03272,CUST-0149,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,2,ABR-03273,CUST-0293,abrasivetech,tools,hand_tools,2.9398367
2026-03-23,2026-03-23,3,ABR-03274,CUST-0116,abrasivetech,tools,hand_tools,3.3978255
2026-03-23,2026-03-23,3,ABR-03275,CUST-0329,abrasivetech,tools,hand_tools,1.7450757
2026-03-23,2026-03-23,0,APX-00002,CUST-0063,apex,fasteners,hex_bolts,2.1568713
2026-03-23,2026-03-23,4,ABR-03267,CUST-0170,abrasivetech,tools,hand_tools,18.073526
2026-03-23,2026-03-23,0,ABR-03267,CUST-0208,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,0,ABR-03267,CUST-0219,abrasivetech,tools,hand_tools,0.87668127
2026-03-23,2026-03-23,2,ABR-03268,CUST-0217,abrasivetech,tools,hand_tools,3.5209453
2026-03-23,2026-03-23,4,ABR-03268,CUST-0312,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,3,ABR-03268,CUST-0361,abrasivetech,tools,hand_tools,2.2863526
2026-03-23,2026-03-23,1,ABR-03269,CUST-0020,abrasivetech,tools,hand_tools,5.1552076
2026-03-23,2026-03-23,0,ABR-03269,CUST-0088,abrasivetech,tools,hand_tools,8.683664
2026-03-23,2026-03-23,4,ABR-03269,CUST-0127,abrasivetech,tools,hand_tools,5.9375596
2026-03-23,2026-03-23,2,ABR-03269,CUST-0364,abrasivetech,tools,hand_tools,6.39389
2026-03-23,2026-03-23,4,ABR-03270,CUST-0093,abrasivetech,tools,hand_tools,26.07652
2026-03-23,2026-03-23,3,ABR-03270,CUST-0219,abrasivetech,tools,hand_tools,8.329425
2026-03-23,2026-03-23,2,ABR-03270,CUST-0252,abrasivetech,tools,hand_tools,0.8548485
2026-03-23,2026-03-23,3,ABR-03271,CUST-0214,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,0,ABR-03272,CUST-0149,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,3,ABR-03273,CUST-0293,abrasivetech,tools,hand_tools,2.9398367
2026-03-23,2026-03-23,4,ABR-03274,CUST-0116,abrasivetech,tools,hand_tools,3.3978255
2026-03-23,2026-03-23,4,ABR-03275,CUST-0329,abrasivetech,tools,hand_tools,1.7450757
2026-03-23,2026-03-23,1,APX-00002,CUST-0063,apex,fasteners,hex_bolts,2.1568713
2026-03-23,2026-03-23,0,ABR-03267,CUST-0170,abrasivetech,tools,hand_tools,18.073526
2026-03-23,2026-03-23,1,ABR-03267,CUST-0208,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,1,ABR-03267,CUST-0219,abrasivetech,tools,hand_tools,0.87668127
2026-03-23,2026-03-23,3,ABR-03268,CUST-0217,abrasivetech,tools,hand_tools,3.5209453
2026-03-23,2026-03-23,0,ABR-03268,CUST-0312,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,4,ABR-03268,CUST-0361,abrasivetech,tools,hand_tools,2.2863526
2026-03-23,2026-03-23,2,ABR-03269,CUST-0020,abrasivetech,tools,hand_tools,5.1552076
2026-03-23,2026-03-23,1,ABR-03269,CUST-0088,abrasivetech,tools,hand_tools,8.683664
2026-03-23,2026-03-23,0,ABR-03269,CUST-0127,abrasivetech,tools,hand_tools,5.9375596
2026-03-23,2026-03-23,3,ABR-03269,CUST-0364,abrasivetech,tools,hand_tools,6.39389
2026-03-23,2026-03-23,0,ABR-03270,CUST-0093,abrasivetech,tools,hand_tools,26.07652
2026-03-23,2026-03-23,4,ABR-03270,CUST-0219,abrasivetech,tools,hand_tools,8.329425
2026-03-23,2026-03-23,3,ABR-03270,CUST-0252,abrasivetech,tools,hand_tools,0.8548485
2026-03-23,2026-03-23,4,ABR-03271,CUST-0214,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,1,ABR-03272,CUST-0149,abrasivetech,tools,hand_tools,0
2026-03-23,2026-03-23,4,ABR-03273,CUST-0293,abrasivetech,tools,hand_tools,2.9398367
2026-03-23,2026-03-23,0,ABR-03274,CUST-0116,abrasivetech,tools,hand_tools,3.3978255
2026-03-23,2026-03-23,0,ABR-03275,CUST-0329,abrasivetech,tools,hand_tools,1.7450757
2026-03-23,2026-03-23,2,APX-00002,CUST-0063,apex,fasteners,hex_bolts,2.1568713
2026-03-23,2026-03-23,2,APX-00002,CUST-0323,apex,fasteners,hex_bolts,1.0997452
2026-03-23,2026-03-23,2,APX-00003,CUST-0030,apex,fasteners,hex_bolts,139.63924
2026-03-23,2026-03-23,3,APX-00003,CUST-0072,apex,fasteners,hex_bolts,47.00798
2026-03-23,2026-03-23,1,APX-00003,CUST-0185,apex,fasteners,hex_bolts,117.08681
2026-03-23,2026-03-23,2,APX-00004,CUST-0157,apex,fasteners,hex_bolts,19.071209
2026-03-23,2026-03-23,1,APX-00004,CUST-0162,apex,fasteners,hex_bolts,74.646614
2026-03-23,2026-03-23,2,APX-00004,CUST-0218,apex,fasteners,hex_bolts,74.83669
2026-03-23,2026-03-23,0,APX-00004,CUST-0226,apex,fasteners,hex_bolts,22.954262
2026-03-23,2026-03-23,4,APX-00004,CUST-0263,apex,fasteners,hex_bolts,87.45183
2026-03-23,2026-03-23,1,APX-00005,CUST-0125,apex,fasteners,hex_bolts,19.49282
2026-03-23,2026-03-23,1,APX-00005,CUST-0177,apex,fasteners,hex_bolts,0.60899836
2026-03-23,2026-03-23,0,APX-00006,CUST-0002,apex,fasteners,hex_bolts,26.331553
2026-03-23,2026-03-23,1,APX-00006,CUST-0014,apex,fasteners,hex_bolts,21.873867
2026-03-23,2026-03-23,3,APX-00006,CUST-0019,apex,fasteners,hex_bolts,24.887936
2026-03-23,2026-03-23,3,APX-00006,CUST-0033,apex,fasteners,hex_bolts,30.038832
2026-03-23,2026-03-23,0,APX-00006,CUST-0085,apex,fasteners,hex_bolts,10.461469
2026-03-23,2026-03-23,2,APX-00006,CUST-0213,apex,fasteners,hex_bolts,24.075838
2026-03-23,2026-03-23,4,APX-00006,CUST-0291,apex,fasteners,hex_bolts,26.302465
2026-03-23,2026-03-23,0,APX-00007,CUST-0058,apex,fasteners,hex_bolts,19.915573
2026-03-23,2026-03-23,3,APX-00007,CUST-0109,apex,fasteners,hex_bolts,22.993628
2026-03-23,2026-03-23,1,APX-00007,CUST-0258,apex,fasteners,hex_bolts,29.979206
2026-03-23,2026-03-23,3,APX-00008,CUST-0251,apex,fasteners,hex_bolts,40.836243
2026-03-23,2026-03-23,0,APX-00008,CUST-0295,apex,fasteners,hex_bolts,49.204613
2026-03-23,2026-03-23,1,APX-00008,CUST-0297,apex,fasteners,hex_bolts,45.643467
2026-03-23,2026-03-23,3,APX-00009,CUST-0043,apex,fasteners,hex_bolts,112.58594
2026-03-23,2026-03-23,3,APX-00002,CUST-0323,apex,fasteners,hex_bolts,1.0997452
2026-03-23,2026-03-23,3,APX-00003,CUST-0030,apex,fasteners,hex_bolts,139.63924
2026-03-23,2026-03-23,4,APX-00003,CUST-0072,apex,fasteners,hex_bolts,47.00798
2026-03-23,2026-03-23,2,APX-00003,CUST-0185,apex,fasteners,hex_bolts,117.08681
2026-03-23,2026-03-23,3,APX-00004,CUST-0157,apex,fasteners,hex_bolts,19.071209
2026-03-23,2026-03-23,2,APX-00004,CUST-0162,apex,fasteners,hex_bolts,74.646614
2026-03-23,2026-03-23,3,APX-00004,CUST-0218,apex,fasteners,hex_bolts,74.83669
2026-03-23,2026-03-23,1,APX-00004,CUST-0226,apex,fasteners,hex_bolts,22.954262
2026-03-23,2026-03-23,0,APX-00004,CUST-0263,apex,fasteners,hex_bolts,87.45183
2026-03-23,2026-03-23,2,APX-00005,CUST-0125,apex,fasteners,hex_bolts,19.49282
2026-03-23,2026-03-23,2,APX-00005,CUST-0177,apex,fasteners,hex_bolts,0.60899836
2026-03-23,2026-03-23,1,APX-00006,CUST-0002,apex,fasteners,hex_bolts,26.331553
2026-03-23,2026-03-23,2,APX-00006,CUST-0014,apex,fasteners,hex_bolts,21.873867
2026-03-23,2026-03-23,4,APX-00006,CUST-0019,apex,fasteners,hex_bolts,24.887936
2026-03-23,2026-03-23,4,APX-00006,CUST-0033,apex,fasteners,hex_bolts,30.038832
2026-03-23,2026-03-23,1,APX-00006,CUST-0085,apex,fasteners,hex_bolts,10.461469
2026-03-23,2026-03-23,3,APX-00006,CUST-0213,apex,fasteners,hex_bolts,24.075838
2026-03-23,2026-03-23,0,APX-00006,CUST-0291,apex,fasteners,hex_bolts,26.302465
2026-03-23,2026-03-23,1,APX-00007,CUST-0058,apex,fasteners,hex_bolts,19.915573
2026-03-23,2026-03-23,4,APX-00007,CUST-0109,apex,fasteners,hex_bolts,22.993628
2026-03-23,2026-03-23,2,APX-00007,CUST-0258,apex,fasteners,hex_bolts,29.979206
2026-03-23,2026-03-23,4,APX-00008,CUST-0251,apex,fasteners,hex_bolts,40.836243
2026-03-23,2026-03-23,1,APX-00008,CUST-0295,apex,fasteners,hex_bolts,49.204613
2026-03-23,2026-03-23,2,APX-00008,CUST-0297,apex,fasteners,hex_bolts,45.643467
2026-03-23,2026-03-23,4,APX-00009,CUST-0043,apex,fasteners,hex_bolts,112.58594
2026-03-23,2026-03-23,4,APX-00002,CUST-0323,apex,fasteners,hex_bolts,1.0997452
2026-03-23,2026-03-23,4,APX-00003,CUST-0030,apex,fasteners,hex_bolts,139.63924
2026-03-23,2026-03-23,0,APX-00003,CUST-0072,apex,fasteners,hex_bolts,47.00798
2026-03-23,2026-03-23,3,APX-00003,CUST-0185,apex,fasteners,hex_bolts,117.08681
2026-03-23,2026-03-23,4,APX-00004,CUST-0157,apex,fasteners,hex_bolts,19.071209
2026-03-23,2026-03-23,3,APX-00004,CUST-0162,apex,fasteners,hex_bolts,74.646614
2026-03-23,2026-03-23,4,APX-00004,CUST-0218,apex,fasteners,hex_bolts,74.83669
2026-03-23,2026-03-23,2,APX-00004,CUST-0226,apex,fasteners,hex_bolts,22.954262
2026-03-23,2026-03-23,1,APX-00004,CUST-0263,apex,fasteners,hex_bolts,87.45183
2026-03-23,2026-03-23,3,APX-00005,CUST-0125,apex,fasteners,hex_bolts,19.49282
2026-03-23,2026-03-23,3,APX-00005,CUST-0177,apex,fasteners,hex_bolts,0.60899836
2026-03-23,2026-03-23,2,APX-00006,CUST-0002,apex,fasteners,hex_bolts,26.331553
2026-03-23,2026-03-23,3,APX-00006,CUST-0014,apex,fasteners,hex_bolts,21.873867
2026-03-23,2026-03-23,0,APX-00006,CUST-0019,apex,fasteners,hex_bolts,24.887936
2026-03-23,2026-03-23,0,APX-00006,CUST-0033,apex,fasteners,hex_bolts,30.038832
2026-03-23,2026-03-23,2,APX-00006,CUST-0085,apex,fasteners,hex_bolts,10.461469
2026-03-23,2026-03-23,4,APX-00006,CUST-0213,apex,fasteners,hex_bolts,24.075838
2026-03-23,2026-03-23,1,APX-00006,CUST-0291,apex,fasteners,hex_bolts,26.302465
2026-03-23,2026-03-23,2,APX-00007,CUST-0058,apex,fasteners,hex_bolts,19.915573
2026-03-23,2026-03-23,0,APX-00007,CUST-0109,apex,fasteners,hex_bolts,22.993628
2026-03-23,2026-03-23,3,APX-00007,CUST-0258,apex,fasteners,hex_bolts,29.979206
2026-03-23,2026-03-23,0,APX-00008,CUST-0251,apex,fasteners,hex_bolts,40.836243
2026-03-23,2026-03-23,2,APX-00008,CUST-0295,apex,fasteners,hex_bolts,49.204613
2026-03-23,2026-03-23,3,APX-00008,CUST-0297,apex,fasteners,hex_bolts,45.643467
2026-03-23,2026-03-23,0,APX-00009,CUST-0043,apex,fasteners,hex_bolts,112.58594
2026-03-23,2026-03-23,0,APX-00002,CUST-0323,apex,fasteners,hex_bolts,1.0997452
2026-03-23,2026-03-23,0,APX-00003,CUST-0030,apex,fasteners,hex_bolts,139.63924
2026-03-23,2026-03-23,1,APX-00003,CUST-0072,apex,fasteners,hex_bolts,47.00798
2026-03-23,2026-03-23,4,APX-00003,CUST-0185,apex,fasteners,hex_bolts,117.08681
2026-03-23,2026-03-23,0,APX-00004,CUST-0157,apex,fasteners,hex_bolts,19.071209
2026-03-23,2026-03-23,4,APX-00004,CUST-0162,apex,fasteners,hex_bolts,74.646614
2026-03-23,2026-03-23,0,APX-00004,CUST-0218,apex,fasteners,hex_bolts,74.83669
2026-03-23,2026-03-23,3,APX-00004,CUST-0226,apex,fasteners,hex_bolts,22.954262
2026-03-23,2026-03-23,2,APX-00004,CUST-0263,apex,fasteners,hex_bolts,87.45183
2026-03-23,2026-03-23,4,APX-00005,CUST-0125,apex,fasteners,hex_bolts,19.49282
2026-03-23,2026-03-23,4,APX-00005,CUST-0177,apex,fasteners,hex_bolts,0.60899836
2026-03-23,2026-03-23,3,APX-00006,CUST-0002,apex,fasteners,hex_bolts,26.331553
2026-03-23,2026-03-23,4,APX-00006,CUST-0014,apex,fasteners,hex_bolts,21.873867
2026-03-23,2026-03-23,1,APX-00006,CUST-0019,apex,fasteners,hex_bolts,24.887936
2026-03-23,2026-03-23,1,APX-00006,CUST-0033,apex,fasteners,hex_bolts,30.038832
2026-03-23,2026-03-23,3,APX-00006,CUST-0085,apex,fasteners,hex_bolts,10.461469
2026-03-23,2026-03-23,0,APX-00006,CUST-0213,apex,fasteners,hex_bolts,24.075838
2026-03-23,2026-03-23,2,APX-00006,CUST-0291,apex,fasteners,hex_bolts,26.302465
2026-03-23,2026-03-23,3,APX-00007,CUST-0058,apex,fasteners,hex_bolts,19.915573
2026-03-23,2026-03-23,1,APX-00007,CUST-0109,apex,fasteners,hex_bolts,22.993628
2026-03-23,2026-03-23,4,APX-00007,CUST-0258,apex,fasteners,hex_bolts,29.979206
2026-03-23,2026-03-23,1,APX-00008,CUST-0251,apex,fasteners,hex_bolts,40.836243
