customer_id,company_name,parent_company_name,store_count,location_type,customer_type,segment,industry,region,state,city,credit_tier,annual_revenue,sales_rep_id,is_active,created_date,is_chain,is_retail,is_end_consumer,first_order_date,last_order_date,lifetime_revenue_usd,lifetime_units,lifetime_orders,lifetime_cogs_usd,fill_rate_pct,avg_order_value_usd,avg_order_frequency_days,lifetime_gross_margin_usd,on_time_delivery_pct,active_contract_count,lifetime_trade_spend_usd,lifetime_net_margin_usd,contract_attainment_pct
CUST-0308,Prescott Supply,null,null,independent,reseller,OEM,automotive,Northeast,MA,Fairview,B,4064055.94,REP-018,true,2022-12-09,false,false,false,2021-12-23,2026-03-21,67974350.09999996,3327346,13161,41433721.74000002,100,5164.83,0.1,26540628.359999947,100,null,null,26540628.359999947,null
CUST-0320,Carter Tool & Die,null,null,independent,end_consumer,contractor,food_processing,Midwest,IA,Georgetown,B,41895092.42,REP-012,true,2023-05-21,false,false,true,2021-12-10,2026-03-08,59857384.26000001,3055450,12444,36778649.92999998,100,4810.14,0.1,23078734.330000035,100,null,null,23078734.330000035,null
CUST-0324,Graham Welding,null,null,independent,reseller,factory,automotive,Midwest,OH,Auburn,B,25297913.19,REP-011,true,2021-10-20,false,false,false,2021-12-23,2026-03-21,75213776.82,3432772,12831,46696299.77999997,100,5861.88,0.1,28517477.04000002,100,0,4017.97,28513459.070000023,null
CUST-0325,Harris Manufacturing,null,null,independent,reseller,factory,automotive,South,TX,Manchester,A,51004104.5,REP-019,true,2024-10-12,false,false,false,2021-12-23,2026-03-21,66619692.360000044,3342360,13040,41171572.059999935,100,5108.87,0.1,25448120.30000011,100,0,10713.38,25437406.92000011,null
CUST-0336,Spencer Machine Shop,null,null,independent,end_consumer,contractor,food_processing,Midwest,IA,Franklin,B,891537.41,REP-021,true,2024-04-23,false,false,true,2021-12-10,2026-03-08,66766717.79999997,3292163,13248,41602046.250000015,100,5039.76,0.1,25164671.549999952,100,0,9692.65,25154978.899999954,133.33
CUST-0364,Yates Supply,null,null,independent,end_consumer,factory,general_manufacturing,Midwest,WI,Manchester,A,73807837.18,REP-003,true,2024-03-31,false,false,true,2021-12-10,2026-03-08,61462551.39000006,3022213,11537,37426136.05000006,100,5327.43,0.1,24036415.340000004,100,null,null,24036415.340000004,null
CUST-0004,Grainger - Bristol,Grainger,12,branch,reseller,OEM,automotive,Northeast,ME,Oakland,C,5239830.32,REP-023,true,2021-05-29,true,false,false,2021-12-23,2026-03-21,104327260.2,5041195,20514,64311645.00000004,100,5085.66,0.1,40015615.199999966,100,null,null,40015615.199999966,null
CUST-0011,Grainger - Georgetown,Grainger,12,branch,reseller,factory,energy,Midwest,IN,Chester,A,2237392.25,REP-022,true,2024-04-13,true,false,false,2021-12-23,2026-03-21,107631418.77999981,4925113,19262,66118580.250000045,100,5587.76,0.1,41512838.52999976,100,0,null,41512838.52999976,null
CUST-0024,Fastenal - Newport,Fastenal,15,branch,reseller,contractor,construction,West,UT,Georgetown,A,2994119.94,REP-014,true,2020-07-16,true,false,false,2021-12-23,2026-03-21,95377357.57000005,5063542,19650,59459720.90999989,100,4853.81,0.1,35917636.66000016,100,null,null,35917636.66000016,null
CUST-0064,Motion Industries - Auburn,Motion Industries,9,branch,reseller,factory,automotive,South,VA,Franklin,A,964336.16,REP-022,true,2018-02-09,true,false,false,2021-12-23,2026-03-21,69713743.66999996,3512728,13265,42401204.42000008,100,5255.47,0.1,27312539.24999988,100,0,20570.93,27291968.31999988,null
CUST-0065,Motion Industries - Auburn,Motion Industries,9,branch,reseller,contractor,construction,South,LA,Auburn,A,1865769.43,REP-016,true,2019-07-02,true,false,false,2021-12-23,2026-03-21,58628176.45000004,3039969,12477,36144019.50000005,100,4698.9,0.1,22484156.949999988,100,0,6645.52,22477511.42999999,92.59
CUST-0075,W.W. Grainger - Milton,W.W. Grainger,6,branch,reseller,contractor,general_manufacturing,Midwest,IN,Madison,A,569714.63,REP-023,true,2018-02-06,true,false,false,2021-12-23,2026-03-21,80178702.40000005,4458083,18775,50003611.66000008,100,4270.5,0.1,30175090.739999972,100,null,null,30175090.739999972,null
CUST-0081,The Home Depot - Lexington,The Home Depot,18,branch,retail,retail,retail,West,CA,Newport,A,3960350.24,REP-006,true,2022-12-14,true,true,false,2021-12-17,2026-03-15,133765528.92999987,6267128,18912,81937387.1000001,100,7073.05,0.1,51828141.829999775,100,0,null,51828141.829999775,null
CUST-0115,Ace Hardware - Springfield,Ace Hardware,8,branch,retail,retail,retail,Midwest,IN,Arlington,A,20238721.4,REP-018,true,2018-02-21,true,true,false,2021-12-17,2026-03-15,59745683.129999824,3078514,12146,36844243.61999999,100,4918.96,0.1,22901439.509999834,100,null,null,22901439.509999834,null
CUST-0175,Edwards Supply,null,null,independent,reseller,contractor,general_manufacturing,Northeast,NY,Bristol,A,25420963.73,REP-017,true,2024-03-15,false,false,false,2021-12-23,2026-03-21,63888032.47000013,3200743,12232,39530526.09999994,100,5223.02,0.1,24357506.37000019,100,0,13593.47,24343912.900000192,119.05
CUST-0200,Ellis Supply,null,null,independent,end_consumer,factory,construction,Northeast,NY,Bristol,B,6097236.04,REP-021,false,2022-12-29,false,false,true,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CUST-0234,Porter Welding,null,null,independent,reseller,factory,food_processing,South,TN,Milton,C,1337638.16,REP-010,true,2021-11-30,false,false,false,2021-12-23,2026-03-21,62345981.39999995,3108853,12343,38455738.32,100,5051.12,0.1,23890243.079999946,100,0,16039.37,23874203.709999945,null
CUST-0259,Ross Welding,null,null,independent,reseller,contractor,food_processing,West,WA,Riverside,B,9899813.36,REP-021,true,2021-09-13,false,false,false,2021-12-23,2026-03-21,65026880.40000017,3263136,13032,39972606.48000005,100,4989.79,0.1,25054273.92000012,100,0,null,25054273.92000012,119.05
CUST-0279,Murphy Welding,null,null,independent,end_consumer,contractor,general_manufacturing,Northeast,PA,Chester,A,4850594.45,REP-005,false,2021-07-26,false,false,true,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CUST-0284,Richardson Industrial,null,null,independent,reseller,contractor,automotive,Northeast,CT,Greenville,B,5609398.59,REP-011,true,2022-09-10,false,false,false,2021-12-23,2026-03-21,67452987.70999989,3187093,12057,42611181.67999999,100,5594.51,0.1,24841806.029999897,100,0,24387.02,24817419.009999897,null
CUST-0295,Carpenter Welding,null,null,independent,reseller,contractor,construction,Midwest,OH,Salem,C,588116.31,REP-021,true,2020-11-05,false,false,false,2021-12-23,2026-03-21,63266216.18999999,3165763,12878,38863802.110000044,100,4912.74,0.1,24402414.079999946,100,null,null,24402414.079999946,null
CUST-0319,Baker Machine Shop,null,null,independent,end_consumer,OEM,construction,Northeast,PA,Newport,A,827984.3,REP-008,true,2024-02-26,false,false,true,2021-12-10,2026-03-08,65320021.25000011,3270499,13271,39571734.55000009,100,4922.01,0.1,25748286.700000025,100,null,null,25748286.700000025,null
CUST-0323,Fisher Manufacturing,null,null,independent,reseller,factory,automotive,Midwest,MO,Fairview,A,3914481,REP-006,true,2023-09-12,false,false,false,2021-12-23,2026-03-21,63216562.60999993,3166093,12253,38143237.540000014,100,5159.27,0.1,25073325.06999992,100,1,9442.19,25063882.879999917,131.58
CUST-0332,Owens Manufacturing,null,null,independent,end_consumer,factory,food_processing,Midwest,OH,Manchester,B,23613070.02,REP-004,true,2022-09-26,false,false,true,2021-12-10,2026-03-08,66460835.53000003,2864945,11597,40934043.38,100,5730.86,0.1,25526792.15000003,100,0,7869.8,25518922.350000028,null
CUST-0341,Young Machine Shop,null,null,independent,reseller,OEM,food_processing,Midwest,MI,Auburn,C,544819.31,REP-012,true,2019-10-24,false,false,false,2021-12-23,2026-03-21,66717476.74999987,3321413,12956,41351984.339999974,100,5149.54,0.1,25365492.4099999,100,0,23619.6,25341872.809999898,null
CUST-0343,Abbott Welding,null,null,independent,reseller,contractor,general_manufacturing,West,OR,Riverside,C,2033658.83,REP-020,true,2019-04-27,false,false,false,2021-12-23,2026-03-21,67414591.7000001,3257675,12419,41607631.5899999,100,5428.34,0.1,25806960.110000208,100,1,21325.77,25785634.34000021,87.72
CUST-0356,Nash Machine Shop,null,null,independent,end_consumer,OEM,food_processing,West,CA,Riverside,C,780049.23,REP-008,true,2024-05-30,false,false,true,2021-12-10,2026-03-08,60164981.43000002,3239971,12708,36978373.48000004,100,4734.42,0.1,23186607.94999998,100,1,null,23186607.94999998,102.04
CUST-0010,Grainger - Hudson,Grainger,12,branch,reseller,factory,construction,South,VA,Milton,B,29209976,REP-014,true,2020-05-18,true,false,false,2021-12-23,2026-03-21,84614203.81999984,4391716,17066,51736963.74999991,100,4958.06,0.1,32877240.069999933,100,null,null,32877240.069999933,null
CUST-0016,Fastenal - Salem,Fastenal,15,branch,reseller,contractor,energy,South,AL,Oakland,A,2137114.08,REP-012,true,2024-03-06,true,false,false,2021-12-23,2026-03-21,118465716.38999996,5605168,20431,73431824.73999996,100,5798.33,0.1,45033891.64999999,100,0,9294.19,45024597.45999999,107.53
CUST-0025,Fastenal - Chester,Fastenal,15,branch,reseller,factory,energy,Midwest,OH,Chester,A,7025403.11,REP-023,false,2019-10-02,true,false,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CUST-0032,MSC Industrial - Clinton,MSC Industrial,8,branch,reseller,OEM,energy,Midwest,IL,Milton,A,5435653.76,REP-024,true,2021-06-24,true,false,false,2021-12-23,2026-03-21,99968851.47999987,4910018,19573,61760634.82,100,5107.49,0.1,38208216.65999987,100,0,12717.66,38195498.99999987,null
CUST-0049,Kaman Distribution - Clinton,Kaman Distribution,5,branch,reseller,OEM,energy,West,AZ,Newport,B,26593091.89,REP-003,false,2022-12-14,true,false,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CUST-0054,Applied Industrial - Auburn,Applied Industrial,7,branch,reseller,OEM,general_manufacturing,West,NV,Hudson,A,2433843.13,REP-014,true,2020-02-26,true,false,false,2021-12-23,2026-03-21,57714335.79000005,3125468,12315,35522522.34999998,100,4686.51,0.1,22191813.440000072,100,0,7604.35,22184209.09000007,null
CUST-0062,Motion Industries - Newport,Motion Industries,9,branch,reseller,contractor,energy,West,NV,Chester,C,3212639.21,REP-006,true,2024-08-17,true,false,false,2021-12-23,2026-03-21,75651583.19000006,3376877,12413,46527920.01999991,100,6094.54,0.1,29123663.17000015,100,null,null,29123663.17000015,null
CUST-0066,Motion Industries - Auburn,Motion Industries,9,branch,reseller,OEM,general_manufacturing,Midwest,OH,Bristol,A,1785789.88,REP-003,true,2021-09-19,true,false,false,2021-12-23,2026-03-21,63793702.70999997,3208807,12221,38607440.190000005,100,5220.01,0.1,25186262.519999966,100,null,null,25186262.519999966,null
CUST-0069,Lawson Products - Chester,Lawson Products,4,branch,reseller,contractor,construction,Northeast,ME,Salem,A,2499268.01,REP-020,true,2022-03-08,true,false,false,2021-12-23,2026-03-21,68910565.46999983,3595418,14490,42685279.50000006,100,4755.73,0.1,26225285.969999775,100,null,null,26225285.969999775,null
CUST-0079,W.W. Grainger - Georgetown,W.W. Grainger,6,branch,reseller,OEM,automotive,West,NV,Chester,A,72982634.56,REP-022,true,2020-09-08,true,false,false,2021-12-23,2026-03-21,114282247.63000011,5206998,20577,70727102.72999993,100,5553.88,0.1,43555144.900000185,100,0,null,43555144.900000185,129.87
CUST-0093,The Home Depot - Oakland,The Home Depot,18,branch,retail,retail,retail,Northeast,NH,Newport,B,3419746.81,REP-003,true,2021-01-16,true,true,false,2021-12-17,2026-03-15,117802216.33999977,6345416,19469,73471271.41999997,100,6050.76,0.1,44330944.91999979,100,null,null,44330944.91999979,null
CUST-0103,Lowe's - Arlington,Lowe's,14,branch,retail,retail,retail,Midwest,IN,Oakland,D,8655069.36,REP-013,true,2021-09-14,true,true,false,2021-12-17,2026-03-15,111314031.3899999,5629918,18320,68956501.23000002,100,6076.09,0.1,42357530.15999988,100,null,null,42357530.15999988,null
CUST-0131,Harbor Freight - HQ,Harbor Freight,4,headquarters,retail,retail,retail,West,WA,Georgetown,B,544287.17,REP-017,true,2024-01-05,true,true,false,2021-12-17,2026-03-15,66617191.23999995,3347786,13233,41091763.03999999,100,5034.17,0.1,25525428.19999996,100,0,20279.26,25505148.939999957,null
CUST-0137,Northern Tool - Madison,Northern Tool,3,branch,retail,retail,retail,Midwest,MN,Springfield,D,2036963.69,REP-009,true,2021-03-28,true,true,false,2021-12-17,2026-03-15,58501271.15999986,2953907,11970,35924890.93000004,100,4887.32,0.1,22576380.229999825,100,null,null,22576380.229999825,null
CUST-0146,Caterpillar Inc. - Oakland Plant,Caterpillar Inc.,4,plant,end_consumer,factory,heavy_equipment,Northeast,NJ,Arlington,C,76626431.57,REP-018,true,2022-12-05,true,false,true,2021-12-10,2026-03-08,100219435.06999949,4916381,18980,62194102.779999994,100,5280.27,0.1,38025332.28999949,100,null,null,38025332.28999949,null
CUST-0150,General Electric - Arlington Plant,General Electric,3,plant,end_consumer,OEM,energy,Northeast,PA,Clinton,C,33585028.3,REP-023,true,2022-03-01,true,false,true,2021-12-10,2026-03-08,62681041.39000004,3167716,12791,38347958.02999997,100,4900.4,0.1,24333083.360000066,100,null,null,24333083.360000066,null
CUST-0159,3M Company - HQ,3M Company,2,headquarters,end_consumer,aerospace,general_manufacturing,South,NC,Oakland,B,28070627.63,REP-015,true,2021-06-26,true,false,true,2021-12-10,2026-03-08,59899675.08999992,3021267,12737,36371916.40000002,100,4702.81,0.1,23527758.6899999,100,1,24363.96,23503394.7299999,117.65
CUST-0199,Dawson Fabrication,null,null,independent,end_consumer,contractor,general_manufacturing,Northeast,CT,Georgetown,D,3294861.4,REP-025,true,2024-05-16,false,false,true,2021-12-10,2026-03-08,62152808.50999988,3205272,12532,37885948.480000004,100,4959.53,0.1,24266860.029999875,100,0,19419.04,24247440.989999875,null
CUST-0204,Ingram Tool & Die,null,null,independent,reseller,factory,construction,Northeast,PA,Georgetown,D,17945127.14,REP-021,true,2024-10-12,false,false,false,2021-12-23,2026-03-21,62739670.10999995,3334882,12979,38967327.559999965,100,4833.94,0.1,23772342.549999982,100,null,null,23772342.549999982,null
CUST-0211,Price Industrial,null,null,independent,reseller,factory,construction,South,AL,Auburn,C,81498115.17,REP-012,true,2020-02-28,false,false,false,2021-12-23,2026-03-21,67021413.96999993,3358572,13034,40915726.48000001,100,5142.04,0.1,26105687.48999992,100,0,21232.59,26084454.89999992,88.5
CUST-0218,Zane Manufacturing,null,null,independent,reseller,contractor,general_manufacturing,South,VA,Newport,D,86413990.77,REP-002,true,2019-12-09,false,false,false,2021-12-23,2026-03-21,64227578.02999997,3161218,12098,38913301.22000004,100,5308.94,0.1,25314276.809999928,100,1,2739.44,25311537.369999927,null
CUST-0229,Knox Fabrication,null,null,independent,reseller,factory,automotive,West,CO,Newport,A,2107174.21,REP-021,true,2018-06-21,false,false,false,2021-12-23,2026-03-21,59618017.41999997,3160047,12833,36836207.75999997,100,4645.68,0.1,22781809.660000004,100,null,null,22781809.660000004,null
CUST-0233,Osborne Welding,null,null,independent,end_consumer,contractor,food_processing,Midwest,OH,Chester,D,11331413,REP-007,true,2024-10-01,false,false,true,2021-12-10,2026-03-08,60663559.119999915,3016906,12448,37787721.47000001,100,4873.36,0.1,22875837.6499999,100,0,2271.61,22873566.039999902,99.01
CUST-0236,Shaw Manufacturing,null,null,independent,reseller,OEM,general_manufacturing,Northeast,NJ,Milton,B,1072009.46,REP-011,true,2023-01-21,false,false,false,2021-12-23,2026-03-21,68453714.27000004,3148939,12417,41858659.99,100,5512.9,0.1,26595054.28000004,100,null,null,26595054.28000004,null
CUST-0243,Adams Supply,null,null,independent,end_consumer,OEM,construction,Midwest,IL,Chester,B,7431562.9,REP-006,true,2023-11-15,false,false,true,2021-12-10,2026-03-08,66058990.33999994,3322666,12483,41026023.48999997,100,5291.92,0.1,25032966.849999964,100,null,null,25032966.849999964,null
CUST-0245,Chapman Welding,null,null,independent,end_consumer,OEM,general_manufacturing,West,UT,Madison,A,7617866.21,REP-025,true,2018-06-27,false,false,true,2021-12-10,2026-03-08,56369620.83000005,3114160,13118,34629285.88000004,100,4297.12,0.1,21740334.95000001,100,1,5979.55,21734355.40000001,null
CUST-0263,Wallace Manufacturing,null,null,independent,end_consumer,contractor,food_processing,Midwest,MN,Madison,B,4806725.34,REP-009,true,2019-01-18,false,false,true,2021-12-10,2026-03-08,61110418.55000002,3120299,12701,37874108.61,100,4811.47,0.1,23236309.94000002,100,0,18961.59,23217348.35000002,null
CUST-0268,Baldwin Supply,null,null,independent,end_consumer,factory,food_processing,Midwest,MI,Manchester,A,940286.83,REP-004,true,2018-05-21,false,false,true,2021-12-10,2026-03-08,71936042.26999995,3569392,13962,43864602.06999995,100,5152.27,0.1,28071440.200000003,100,0,null,28071440.200000003,null
CUST-0275,Ingalls Manufacturing,null,null,independent,reseller,contractor,food_processing,South,SC,Madison,A,1769833.55,REP-011,true,2020-12-25,false,false,false,2021-12-23,2026-03-21,67004829.330000006,3322858,12560,40925157.27000001,100,5334.78,0.1,26079672.059999995,100,null,null,26079672.059999995,null
CUST-0290,Xiong Tool & Die,null,null,independent,reseller,contractor,construction,West,WA,Hudson,A,21269308.14,REP-013,false,2022-12-31,false,false,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CUST-0313,Vargas Supply,null,null,independent,reseller,factory,construction,Northeast,NJ,Greenville,B,6435089.14,REP-007,true,2022-09-28,false,false,false,2021-12-23,2026-03-21,71758056.14000002,3348844,12897,43921676.99000005,100,5563.93,0.1,27836379.14999997,100,0,23365.39,27813013.759999968,91.74
CUST-0328,Kelly Machine Shop,null,null,independent,end_consumer,factory,general_manufacturing,West,AZ,Hudson,B,253678777.54,REP-007,true,2019-10-25,false,false,true,2021-12-10,2026-03-08,64060542.63000013,3117268,12135,39347140.30999999,100,5278.99,0.1,24713402.32000014,100,0,21226.18,24692176.140000142,null
CUST-0346,Dawson Fabrication,null,null,independent,end_consumer,factory,food_processing,South,NC,Arlington,A,1343623.2,REP-003,true,2020-06-19,false,false,true,2021-12-10,2026-03-08,67445866.92000008,3346948,13030,40966538.239999995,100,5176.2,0.1,26479328.68000008,100,1,21143.34,26458185.34000008,null
CUST-0366,Archer Supply,null,null,independent,reseller,factory,automotive,Midwest,IN,Fairview,B,35875558.02,REP-015,true,2022-10-03,false,false,false,2021-12-23,2026-03-21,67463613.37,3401759,13011,40943210.44999999,100,5185.12,0.1,26520402.920000017,100,0,16687.6,26503715.320000015,null
CUST-0006,Grainger - Madison,Grainger,12,branch,reseller,factory,energy,Midwest,OH,Greenville,A,23579522.01,REP-012,true,2019-02-06,true,false,false,2021-12-23,2026-03-21,87886828.7600001,4782134,19255,53872256.70999999,100,4564.36,0.1,34014572.0500001,100,0,20099.26,33994472.7900001,null
CUST-0009,Grainger - Burlington,Grainger,12,branch,reseller,OEM,automotive,South,VA,Springfield,A,2424784.78,REP-004,true,2023-11-08,true,false,false,2021-12-23,2026-03-21,103161442.41,5213628,20534,64285859.4200002,100,5023.93,0.1,38875582.98999979,100,null,null,38875582.98999979,null
CUST-0063,Motion Industries - Hudson,Motion Industries,9,branch,reseller,OEM,construction,West,AZ,Riverside,A,2801925.03,REP-021,true,2022-10-10,true,false,false,2021-12-23,2026-03-21,58319555.380000085,2886585,11636,35708807.470000006,100,5011.99,0.1,22610747.91000008,100,null,null,22610747.91000008,null
CUST-0084,The Home Depot - Riverside,The Home Depot,18,branch,retail,retail,retail,Midwest,IN,Manchester,C,7797851.02,REP-020,true,2020-02-02,true,true,false,2021-12-17,2026-03-15,131632708.96999991,6794367,20392,82503557.8799999,100,6455.12,0.1,49129151.09,100,null,null,49129151.09,null
CUST-0086,The Home Depot - Bristol,The Home Depot,18,branch,retail,retail,retail,West,UT,Newport,A,34287000.5,REP-016,true,2019-10-10,true,true,false,2021-12-17,2026-03-15,132621196.84000014,6461680,19699,81974603.89999986,100,6732.38,0.1,50646592.94000028,100,0,8808.76,50637784.18000028,90.91
CUST-0094,The Home Depot - Riverside,The Home Depot,18,branch,retail,retail,retail,Northeast,NY,Franklin,A,1883303.4,REP-010,true,2023-03-22,true,true,false,2021-12-17,2026-03-15,142584360.02999982,6708048,19621,87689845.33999988,100,7266.93,0.1,54894514.68999994,100,1,6777.5,54887737.18999994,116.28
