customer_id,company_name,parent_company_name,store_count,location_type,customer_type,segment,industry,region,state,city,credit_tier,annual_revenue,sales_rep_id,is_active,created_date,is_chain,is_retail,is_end_consumer
CUST-0071,Kimball Midwest - HQ,Kimball Midwest,3,headquarters,reseller,factory,general_manufacturing,Northeast,NJ,Franklin,B,4825296.04,REP-015,true,2022-01-07,true,false,false
CUST-0087,The Home Depot - Springfield,The Home Depot,18,branch,retail,retail,retail,South,LA,Greenville,A,1012374.49,REP-012,true,2020-11-04,true,true,false
CUST-0090,The Home Depot - Clinton,The Home Depot,18,branch,retail,retail,retail,South,TN,Riverside,B,12650060.46,REP-012,false,2018-09-26,true,true,false
CUST-0106,Lowe's - Fairview,Lowe's,14,branch,retail,retail,retail,West,CA,Salem,B,15895628.81,REP-015,true,2023-05-14,true,true,false
CUST-0108,Lowe's - Fairview,Lowe's,14,branch,retail,retail,retail,Northeast,PA,Greenville,D,14233598.73,REP-024,true,2020-12-18,true,true,false
CUST-0121,True Value - Arlington,True Value,6,branch,retail,retail,retail,Northeast,NH,Fairview,A,3858202.89,REP-017,true,2022-12-18,true,true,false
CUST-0133,Harbor Freight - Hudson,Harbor Freight,4,branch,retail,retail,retail,West,AZ,Arlington,C,5447171.24,REP-001,true,2019-05-26,true,true,false
CUST-0143,The Boeing Company - Salem Plant,The Boeing Company,5,plant,end_consumer,factory,aerospace,Midwest,OH,Clinton,B,2437596.48,REP-022,true,2023-10-21,true,false,true
CUST-0144,The Boeing Company - Riverside Plant,The Boeing Company,5,plant,end_consumer,OEM,aerospace,Midwest,IL,Hudson,C,96245633.2,REP-016,true,2024-06-11,true,false,true
CUST-0147,Caterpillar Inc. - Fairview Plant,Caterpillar Inc.,4,plant,end_consumer,factory,heavy_equipment,Northeast,PA,Madison,C,10626259.34,REP-001,true,2023-04-28,true,false,true
CUST-0166,Emerson Electric - HQ,Emerson Electric,2,headquarters,end_consumer,OEM,energy,Midwest,OH,Lexington,C,2121878.36,REP-022,true,2021-09-23,true,false,true
CUST-0197,Bennett Machine Shop,null,null,independent,reseller,contractor,food_processing,West,CO,Franklin,B,342517.11,REP-001,true,2019-05-23,false,false,false
CUST-0208,Morgan Supply,null,null,independent,end_consumer,contractor,automotive,West,WA,Manchester,D,65198472.6,REP-008,true,2018-11-15,false,false,true
CUST-0227,Irwin Welding,null,null,independent,reseller,factory,construction,Northeast,ME,Bristol,B,488065.01,REP-013,false,2021-03-24,false,false,false
CUST-0297,Eastman Manufacturing,null,null,independent,end_consumer,contractor,construction,Midwest,IL,Lexington,A,6002323.18,REP-003,true,2020-05-30,false,false,true
CUST-0344,Bennett Tool & Die,null,null,independent,end_consumer,contractor,food_processing,South,SC,Chester,A,30371482.35,REP-014,true,2019-05-10,false,false,true
CUST-0357,Oliver Supply,null,null,independent,end_consumer,OEM,automotive,West,AZ,Manchester,C,4279426.91,REP-012,true,2021-03-01,false,false,true
CUST-0370,Evans Machine Shop,null,null,independent,end_consumer,factory,construction,Northeast,CT,Manchester,A,4112516.18,REP-023,true,2023-06-26,false,false,true
